997 4011
put 3322004 3332
put 3323001 3333
put 3323998 3334
put 3324995 3335
put 3325992 3336
put 3326989 3337
put 3327986 3338
put 3328983 3339
put 3329980 3340
put 3330977 3341
put 3331974 3342
put 3332971 3343
put 3333968 3344
put 3334965 3345
put 3335962 3346
put 3336959 3347
put 3337956 3348
put 3338953 3349
put 3339950 3350
put 3340947 3351
put 3341944 3352
put 3342941 3353
put 3343938 3354
put 3344935 3355
put 3345932 3356
put 3346929 3357
put 3347926 3358
put 3348923 3359
put 3349920 3360
put 3350917 3361
put 3351914 3362
put 3352911 3363
put 3353908 3364
put 3354905 3365
put 3355902 3366
put 3356899 3367
put 3357896 3368
put 3358893 3369
put 3359890 3370
put 3360887 3371
put 3361884 3372
put 3362881 3373
put 3363878 3374
put 3364875 3375
put 3365872 3376
put 3366869 3377
put 3367866 3378
put 3368863 3379
put 3369860 3380
put 3370857 3381
put 3371854 3382
put 3372851 3383
put 3373848 3384
put 3374845 3385
put 3375842 3386
put 3376839 3387
put 3377836 3388
put 3378833 3389
put 3379830 3390
put 3380827 3391
put 3381824 3392
put 3382821 3393
put 3383818 3394
put 3384815 3395
put 3385812 3396
put 3386809 3397
put 3387806 3398
put 3388803 3399
put 3389800 3400
put 3390797 3401
put 3391794 3402
put 3392791 3403
put 3393788 3404
put 3394785 3405
put 3395782 3406
put 3396779 3407
put 3397776 3408
put 3398773 3409
put 3399770 3410
put 3400767 3411
put 3401764 3412
put 3402761 3413
put 3403758 3414
put 3404755 3415
put 3405752 3416
put 3406749 3417
put 3407746 3418
put 3408743 3419
put 3409740 3420
put 3410737 3421
put 3411734 3422
put 3412731 3423
put 3413728 3424
put 3414725 3425
put 3415722 3426
put 3416719 3427
put 3417716 3428
put 3418713 3429
put 3419710 3430
put 3420707 3431
put 3421704 3432
put 3422701 3433
put 3423698 3434
put 3424695 3435
put 3425692 3436
put 3426689 3437
put 3427686 3438
put 3428683 3439
put 3429680 3440
put 3430677 3441
put 3431674 3442
put 3432671 3443
put 3433668 3444
put 3434665 3445
put 3435662 3446
put 3436659 3447
put 3437656 3448
put 3438653 3449
put 3439650 3450
put 3440647 3451
put 3441644 3452
put 3442641 3453
put 3443638 3454
put 3444635 3455
put 3445632 3456
put 3446629 3457
put 3447626 3458
put 3448623 3459
put 3449620 3460
put 3450617 3461
put 3451614 3462
put 3452611 3463
put 3453608 3464
put 3454605 3465
put 3455602 3466
put 3456599 3467
put 3457596 3468
put 3458593 3469
put 3459590 3470
put 3460587 3471
put 3461584 3472
put 3462581 3473
put 3463578 3474
put 3464575 3475
put 3465572 3476
put 3466569 3477
put 3467566 3478
put 3468563 3479
put 3469560 3480
put 3470557 3481
put 3471554 3482
put 3472551 3483
put 3473548 3484
put 3474545 3485
put 3475542 3486
put 3476539 3487
put 3477536 3488
put 3478533 3489
put 3479530 3490
put 3480527 3491
put 3481524 3492
put 3482521 3493
put 3483518 3494
put 3484515 3495
put 3485512 3496
put 3486509 3497
put 3487506 3498
put 3488503 3499
put 3489500 3500
put 3490497 3501
put 3491494 3502
put 3492491 3503
put 3493488 3504
put 3494485 3505
put 3495482 3506
put 3496479 3507
put 3497476 3508
put 3498473 3509
put 3499470 3510
put 3500467 3511
put 3501464 3512
put 3502461 3513
put 3503458 3514
put 3504455 3515
put 3505452 3516
put 3506449 3517
put 3507446 3518
put 3508443 3519
put 3509440 3520
put 3510437 3521
put 3511434 3522
put 3512431 3523
put 3513428 3524
put 3514425 3525
put 3515422 3526
put 3516419 3527
put 3517416 3528
put 3518413 3529
put 3519410 3530
put 3520407 3531
put 3521404 3532
put 3522401 3533
put 3523398 3534
put 3524395 3535
put 3525392 3536
put 3526389 3537
put 3527386 3538
put 3528383 3539
put 3529380 3540
put 3530377 3541
put 3531374 3542
put 3532371 3543
put 3533368 3544
put 3534365 3545
put 3535362 3546
put 3536359 3547
put 3537356 3548
put 3538353 3549
put 3539350 3550
put 3540347 3551
put 3541344 3552
put 3542341 3553
put 3543338 3554
put 3544335 3555
put 3545332 3556
put 3546329 3557
put 3547326 3558
put 3548323 3559
put 3549320 3560
put 3550317 3561
put 3551314 3562
put 3552311 3563
put 3553308 3564
put 3554305 3565
put 3555302 3566
put 3556299 3567
put 3557296 3568
put 3558293 3569
put 3559290 3570
put 3560287 3571
put 3561284 3572
put 3562281 3573
put 3563278 3574
put 3564275 3575
put 3565272 3576
put 3566269 3577
put 3567266 3578
put 3568263 3579
put 3569260 3580
put 3570257 3581
put 3571254 3582
put 3572251 3583
put 3573248 3584
put 3574245 3585
put 3575242 3586
put 3576239 3587
put 3577236 3588
put 3578233 3589
put 3579230 3590
put 3580227 3591
put 3581224 3592
put 3582221 3593
put 3583218 3594
put 3584215 3595
put 3585212 3596
put 3586209 3597
put 3587206 3598
put 3588203 3599
put 3589200 3600
put 3590197 3601
put 3591194 3602
put 3592191 3603
put 3593188 3604
put 3594185 3605
put 3595182 3606
put 3596179 3607
put 3597176 3608
put 3598173 3609
put 3599170 3610
put 3600167 3611
put 3601164 3612
put 3602161 3613
put 3603158 3614
put 3604155 3615
put 3605152 3616
put 3606149 3617
put 3607146 3618
put 3608143 3619
put 3609140 3620
put 3610137 3621
put 3611134 3622
put 3612131 3623
put 3613128 3624
put 3614125 3625
put 3615122 3626
put 3616119 3627
put 3617116 3628
put 3618113 3629
put 3619110 3630
put 3620107 3631
put 3621104 3632
put 3622101 3633
put 3623098 3634
put 3624095 3635
put 3625092 3636
put 3626089 3637
put 3627086 3638
put 3628083 3639
put 3629080 3640
put 3630077 3641
put 3631074 3642
put 3632071 3643
put 3633068 3644
put 3634065 3645
put 3635062 3646
put 3636059 3647
put 3637056 3648
put 3638053 3649
put 3639050 3650
put 3640047 3651
put 3641044 3652
put 3642041 3653
put 3643038 3654
put 3644035 3655
put 3645032 3656
put 3646029 3657
put 3647026 3658
put 3648023 3659
put 3649020 3660
put 3650017 3661
put 3651014 3662
put 3652011 3663
put 3653008 3664
put 3654005 3665
put 3655002 3666
put 3655999 3667
put 3656996 3668
put 3657993 3669
put 3658990 3670
put 3659987 3671
put 3660984 3672
put 3661981 3673
put 3662978 3674
put 3663975 3675
put 3664972 3676
put 3665969 3677
put 3666966 3678
put 3667963 3679
put 3668960 3680
put 3669957 3681
put 3670954 3682
put 3671951 3683
put 3672948 3684
put 3673945 3685
put 3674942 3686
put 3675939 3687
put 3676936 3688
put 3677933 3689
put 3678930 3690
put 3679927 3691
put 3680924 3692
put 3681921 3693
put 3682918 3694
put 3683915 3695
put 3684912 3696
put 3685909 3697
put 3686906 3698
put 3687903 3699
put 3688900 3700
put 3689897 3701
put 3690894 3702
put 3691891 3703
put 3692888 3704
put 3693885 3705
put 3694882 3706
put 3695879 3707
put 3696876 3708
put 3697873 3709
put 3698870 3710
put 3699867 3711
put 3700864 3712
put 3701861 3713
put 3702858 3714
put 3703855 3715
put 3704852 3716
put 3705849 3717
put 3706846 3718
put 3707843 3719
put 3708840 3720
put 3709837 3721
put 3710834 3722
put 3711831 3723
put 3712828 3724
put 3713825 3725
put 3714822 3726
put 3715819 3727
put 3716816 3728
put 3717813 3729
put 3718810 3730
put 3719807 3731
put 3720804 3732
put 3721801 3733
put 3722798 3734
put 3723795 3735
put 3724792 3736
put 3725789 3737
put 3726786 3738
put 3727783 3739
put 3728780 3740
put 3729777 3741
put 3730774 3742
put 3731771 3743
put 3732768 3744
put 3733765 3745
put 3734762 3746
put 3735759 3747
put 3736756 3748
put 3737753 3749
put 3738750 3750
put 3739747 3751
put 3740744 3752
put 3741741 3753
put 3742738 3754
put 3743735 3755
put 3744732 3756
put 3745729 3757
put 3746726 3758
put 3747723 3759
put 3748720 3760
put 3749717 3761
put 3750714 3762
put 3751711 3763
put 3752708 3764
put 3753705 3765
put 3754702 3766
put 3755699 3767
put 3756696 3768
put 3757693 3769
put 3758690 3770
put 3759687 3771
put 3760684 3772
put 3761681 3773
put 3762678 3774
put 3763675 3775
put 3764672 3776
put 3765669 3777
put 3766666 3778
put 3767663 3779
put 3768660 3780
put 3769657 3781
put 3770654 3782
put 3771651 3783
put 3772648 3784
put 3773645 3785
put 3774642 3786
put 3775639 3787
put 3776636 3788
put 3777633 3789
put 3778630 3790
put 3779627 3791
put 3780624 3792
put 3781621 3793
put 3782618 3794
put 3783615 3795
put 3784612 3796
put 3785609 3797
put 3786606 3798
put 3787603 3799
put 3788600 3800
put 3789597 3801
put 3790594 3802
put 3791591 3803
put 3792588 3804
put 3793585 3805
put 3794582 3806
put 3795579 3807
put 3796576 3808
put 3797573 3809
put 3798570 3810
put 3799567 3811
put 3800564 3812
put 3801561 3813
put 3802558 3814
put 3803555 3815
put 3804552 3816
put 3805549 3817
put 3806546 3818
put 3807543 3819
put 3808540 3820
put 3809537 3821
put 3810534 3822
put 3811531 3823
put 3812528 3824
put 3813525 3825
put 3814522 3826
put 3815519 3827
put 3816516 3828
put 3817513 3829
put 3818510 3830
put 3819507 3831
put 3820504 3832
put 3821501 3833
put 3822498 3834
put 3823495 3835
put 3824492 3836
put 3825489 3837
put 3826486 3838
put 3827483 3839
put 3828480 3840
put 3829477 3841
put 3830474 3842
put 3831471 3843
put 3832468 3844
put 3833465 3845
put 3834462 3846
put 3835459 3847
put 3836456 3848
put 3837453 3849
put 3838450 3850
put 3839447 3851
put 3840444 3852
put 3841441 3853
put 3842438 3854
put 3843435 3855
put 3844432 3856
put 3845429 3857
put 3846426 3858
put 3847423 3859
put 3848420 3860
put 3849417 3861
put 3850414 3862
put 3851411 3863
put 3852408 3864
put 3853405 3865
put 3854402 3866
put 3855399 3867
put 3856396 3868
put 3857393 3869
put 3858390 3870
put 3859387 3871
put 3860384 3872
put 3861381 3873
put 3862378 3874
put 3863375 3875
put 3864372 3876
put 3865369 3877
put 3866366 3878
put 3867363 3879
put 3868360 3880
put 3869357 3881
put 3870354 3882
put 3871351 3883
put 3872348 3884
put 3873345 3885
put 3874342 3886
put 3875339 3887
put 3876336 3888
put 3877333 3889
put 3878330 3890
put 3879327 3891
put 3880324 3892
put 3881321 3893
put 3882318 3894
put 3883315 3895
put 3884312 3896
put 3885309 3897
put 3886306 3898
put 3887303 3899
put 3888300 3900
put 3889297 3901
put 3890294 3902
put 3891291 3903
put 3892288 3904
put 3893285 3905
put 3894282 3906
put 3895279 3907
put 3896276 3908
put 3897273 3909
put 3898270 3910
put 3899267 3911
put 3900264 3912
put 3901261 3913
put 3902258 3914
put 3903255 3915
put 3904252 3916
put 3905249 3917
put 3906246 3918
put 3907243 3919
put 3908240 3920
put 3909237 3921
put 3910234 3922
put 3911231 3923
put 3912228 3924
put 3913225 3925
put 3914222 3926
put 3915219 3927
put 3916216 3928
put 3917213 3929
put 3918210 3930
put 3919207 3931
put 3920204 3932
put 3921201 3933
put 3922198 3934
put 3923195 3935
put 3924192 3936
put 3925189 3937
put 3926186 3938
put 3927183 3939
put 3928180 3940
put 3929177 3941
put 3930174 3942
put 3931171 3943
put 3932168 3944
put 3933165 3945
put 3934162 3946
put 3935159 3947
put 3936156 3948
put 3937153 3949
put 3938150 3950
put 3939147 3951
put 3940144 3952
put 3941141 3953
put 3942138 3954
put 3943135 3955
put 3944132 3956
put 3945129 3957
put 3946126 3958
put 3947123 3959
put 3948120 3960
put 3949117 3961
put 3950114 3962
put 3951111 3963
put 3952108 3964
put 3953105 3965
put 3954102 3966
put 3955099 3967
put 3956096 3968
put 3957093 3969
put 3958090 3970
put 3959087 3971
put 3960084 3972
put 3961081 3973
put 3962078 3974
put 3963075 3975
put 3964072 3976
put 3965069 3977
put 3966066 3978
put 3967063 3979
put 3968060 3980
put 3969057 3981
put 3970054 3982
put 3971051 3983
put 3972048 3984
put 3973045 3985
put 3974042 3986
put 3975039 3987
put 3976036 3988
put 3977033 3989
put 3978030 3990
put 3979027 3991
put 3980024 3992
put 3981021 3993
put 3982018 3994
put 3983015 3995
put 3984012 3996
put 3985009 3997
put 3986006 3998
put 3987003 3999
get 0
get 398800
get 797600
get 1196400
get 1595200
get 1994000
get 2392800
get 2791600
get 3190400
get 3589200
print
